G_k,G_theta,PLRV_distortion,target_epsilon
52.2613065326633,0.0195078913831977,0.00038055782621864,0.337874880768637
52.2613065326633,0.0196059209881384,0.000382470177104161,0.339665477646001
52.7386934673367,0.0193278943278943,0.00037356749915025,0.337782207754065
52.7386934673367,0.0194250194250194,0.00037544472276407,0.339571876255413
52.7386934673367,0.0195221445221445,0.00037732194637789,0.341370161641664
53.21608040201,0.0191511885285343,0.000366768022055464,0.337691251487689
53.21608040201,0.0192474256568184,0.000368611077442678,0.339480008848408
53.21608040201,0.0193436627851025,0.000370454132829891,0.341277378303903
53.21608040201,0.0194398999133866,0.000372297188217104,0.343083359483758
53.21608040201,0.0195361370416707,0.000374140243604318,0.34489311506187
53.6934673366834,0.0189776845317566,0.000360152510186875,0.337601964708064
53.6934673366834,0.0190730497806599,0.000361962321795854,0.339389827688023
53.6934673366834,0.0191684150295632,0.000363772133404833,0.341186298061576
53.6934673366834,0.0192637802784665,0.000365581945013813,0.34299137545028
53.6934673366834,0.0193591455273698,0.000367391756622792,0.344802401589359
53.6934673366834,0.0194545107762731,0.000369201568231771,0.346582977928579
53.6934673366834,0.0195498760251764,0.00037101137984075,0.348371960166906
54.1708542713568,0.0188072960967772,0.000353714386471853,0.337514301872601
54.1708542713568,0.0189018051223892,0.000355491845700354,0.339301286773473
54.1708542713568,0.0189963141480011,0.000357269304928856,0.341096874453259
54.1708542713568,0.0190908231736131,0.000359046764157358,0.342901064525639
54.1708542713568,0.019185332199225,0.00036082422338586,0.344713338060596
54.1708542713568,0.019279841224837,0.000362601682614361,0.346493039520627
54.1708542713568,0.0193743502504489,0.000364379141842863,0.348281142358726
54.1708542713568,0.0194688592760609,0.000366156601071365,0.35007764632529
54.1708542713568,0.0195633683016728,0.000367934060299867,0.35188255121489
54.6482412060301,0.0186399400524541,0.000347447365159083,0.337428219080164
54.6482412060301,0.0187336080929187,0.000349193331818174,0.33921434176197
54.6482412060301,0.0188272761333833,0.000350939298477264,0.341009062692138
54.6482412060301,0.0189209441738479,0.000352685265136355,0.342812381476651
54.6482412060301,0.0190146122143125,0.000354431231795446,0.34462429776691
54.6482412060301,0.0191082802547771,0.000356177198454537,0.34640472225464
54.6482412060301,0.0192019482952417,0.000357923165113628,0.348191961578586
54.6482412060301,0.0192956163357063,0.000359669131772719,0.349987597584739
54.6482412060301,0.0193892843761709,0.00036141509843181,0.351791630059904
54.6482412060301,0.0194829524166354,0.000363161065090901,0.353604058834905
54.6482412060301,0.0195766204571,0.000364907031749991,0.355395672562337
55.1256281407035,0.0184755361619163,0.000341345436470275,0.33734367399773
55.1256281407035,0.0185683780521771,0.000343060740171131,0.339128949894664
55.1256281407035,0.018661219942438,0.000344776043871987,0.34092281959127
55.1256281407035,0.0187540618326989,0.000346491347572842,0.342725282685966
55.1256281407035,0.0188469037229598,0.000348206651273698,0.344536338822506
55.1256281407035,0.0189397456132207,0.000349921954974553,0.346317982694163
55.1256281407035,0.0190325875034816,0.000351637258675409,0.348104373963468
55.1256281407035,0.0191254293937425,0.000353352562376265,0.349899157549073
55.1256281407035,0.0192182712840033,0.00035506786607712,0.351702333230185
55.1256281407035,0.0193111131742642,0.000356783169777976,0.353513900829952
55.1256281407035,0.0194039550645251,0.000358498473478832,0.355306836731721
55.1256281407035,0.019496796954786,0.000360213777179687,0.357092332067656
55.1256281407035,0.0195896388450469,0.000361929080880543,0.358886018826426
55.6030150753769,0.0183140069942941,0.000335402852187054,0.337260625791057
55.6030150753769,0.0184060371801951,0.000337088293655331,0.339045069926587
55.6030150753769,0.0184980673660961,0.000338773735123607,0.34083810349276
55.6030150753769,0.0185900975519971,0.000340459176591884,0.34263972608056
55.6030150753769,0.018682127737898,0.000342144618060161,0.344449937326252
55.6030150753769,0.018774157923799,0.000343830059528438,0.346232778940666
55.6030150753769,0.0188661881097,0.000345515500996714,0.348018337203377
55.6030150753769,0.018958218295601,0.000347200942464991,0.349812283494683
55.6030150753769,0.0190502484815019,0.000348886383933267,0.351614617586356
55.6030150753769,0.0191422786674029,0.000350571825401544,0.353425339293997
