G_k,G_theta,PLRV_distortion,target_epsilon
2.19965652327481,0.833571927129787,0.694842157698866,9.39282893010827-0.00194257836021439i
2.19965652327481,0.837760730783705,0.698333826833031,9.54839044719398-0.00187939683590226i
2.19965652327481,0.841949534437624,0.701825495967197,9.71175574682153-0.00181913616846994i
2.19965652327481,0.846138338091542,0.705317165101362,9.88344470783579-0.00176162042758193i
2.27310489028352,0.785481233818293,0.616980768680709,8.34015657484451-0.00406168556465981i
2.27310489028352,0.789428375696777,0.620081174553476,8.43914001659717-0.00390711048534178i
2.27310489028352,0.793375517575261,0.623181580426243,8.54218614234326-0.00376083590969192i
2.27310489028352,0.797322659453745,0.626281986299011,8.64951330224362-0.00362228830670892i
2.27310489028352,0.801269801332229,0.629382392171778,8.76135463846145-0.00349094220321456i
2.27310489028352,0.805216943210713,0.632482798044545,8.87795927779096-0.00336631546383949i
2.27310489028352,0.809164085089197,0.635583203917313,8.99959363865422-0.00324796509977827i
2.27310489028352,0.813111226967681,0.63868360979008,9.12654286489958-0.00313548353991588i
2.27310489028352,0.817058368846164,0.641784015662847,9.25911240038642-0.00302849530712881i
2.27310489028352,0.821005510724648,0.644884421535615,9.39762972011269-0.00292665405037201i
2.27310489028352,0.824952652603132,0.647984827408382,9.54244623567575-0.00282963988980721i
2.27310489028352,0.828899794481616,0.65108523328115,9.69393939516134-0.00273715703789488i
2.27310489028352,0.8328469363601,0.654185639153917,9.85251500020507-0.00264893166421832i
2.34900575956209,0.741286679402034,0.549505941058894,7.6843879573472-0.00843766324158934i
2.34900575956209,0.745011738092497,0.552267277446125,7.75328250592451-0.00805251039887526i
2.34900575956209,0.748736796782959,0.555028613833356,7.82458363527325-0.00769190145293647i
2.34900575956209,0.752461855473422,0.557789950220586,7.8983988244427-0.00735384242626141i
2.34900575956209,0.756186914163884,0.560551286607817,7.97484176399933-0.00703653486375095i
2.34900575956209,0.759911972854347,0.563312622995048,8.054032756996-0.00673835348414435i
2.34900575956209,0.763637031544809,0.566073959382278,8.13609915396794-0.00645782673562991i
2.34900575956209,0.767362090235272,0.568835295769509,8.22117582468722-0.0061936198343398i
2.34900575956209,0.771087148925734,0.57159663215674,8.30940566973505-0.00594451993169168i
2.34900575956209,0.774812207616197,0.57435796854397,8.40094017532912-0.00570942311211625i
2.34900575956209,0.778537266306659,0.577119304931201,8.49594001522347-0.00548732296878759i
2.34900575956209,0.782262324997122,0.579880641318431,8.5945757039508-0.00527730054330496i
2.34900575956209,0.785987383687584,0.582641977705662,8.69702830615818-0.0050785154472643i
2.34900575956209,0.789712442378047,0.585403314092893,8.80349020731967-0.00489019801043904i
2.34900575956209,0.793437501068509,0.588164650480123,8.91416595171443-0.00471164232277698i
2.34900575956209,0.797162559758972,0.590925986867354,9.02927315422706-0.00454220005635758i
