G_k,G_theta,PLRV_distortion,target_epsilon
2.0598028764678,0.943571698288731,0.890327549811481,3.94833687693778-0.551594501825916i
2.0598028764678,0.94831326461179,0.894801557599478,4.60468079099156-0.493624832554898i
2.0598028764678,0.953054830934849,0.899275565387475,6.86183311461127-0.435254220917869i
2.0598028764678,0.957796397257908,0.903749573175473,2.72918808337793-0.39328687803921i
2.0598028764678,0.962537963580967,0.90822358096347,0.934671990692333-0.348231849260921i
2.0598028764678,0.967279529904026,0.912697588751468,2.18479012620141-0.300068264511491i
2.0598028764678,0.972021096227085,0.917171596539465,7.51521619845568-0.2490445084091i
2.0598028764678,0.976762662550144,0.921645604327462,1.20520353726774-0.217137231260997i
2.0598028764678,0.981504228873203,0.92611961211546,2.98403347785539-0.176355282350638i
2.0598028764678,0.986245795196262,0.930593619903457,0.278491147005884-0.142424481688063i
2.0598028764678,0.990987361519321,0.935067627691455,4.29492329382067-0.103797283303879i
2.0598028764678,0.99572892784238,0.939541635479452,8.38164382479322-0.0663335766131155i
2.12858141349646,0.886068109966384,0.7851166954994,2.79929757611604-2.83874067563298i
2.12858141349646,0.890520713534054,0.789062005527035,2.71753636685355-2.65597855467791i
2.12858141349646,0.894973317101724,0.79300731555467,2.95839438175879-2.47752649960127i
2.12858141349646,0.899425920669395,0.796952625582305,3.55267801991822-2.30345286269703i
2.12858141349646,0.903878524237065,0.80089793560994,4.53527626407711-2.13383918320556i
2.12858141349646,0.908331127804735,0.804843245637576,5.9459404767491-1.9687821417509i
2.12858141349646,0.912783731372405,0.808788555665211,7.83025699244406-1.8083956440698i
2.12858141349646,0.917236334940076,0.812733865692846,2.30769579551366-1.7092595316063i
2.12858141349646,0.921688938507746,0.816679175720481,5.26212476450464-1.55440584382868i
2.12858141349646,0.926141542075416,0.820624485748116,0.835198394110606-1.4548589399043i
2.12858141349646,0.930594145643087,0.824569795775752,5.15340239234122-1.30621712247328i
2.12858141349646,0.935046749210757,0.828515105803387,2.17463615776145-1.20673944893896i
2.12858141349646,0.939499352778427,0.832460415831022,0.0676206641497984-1.10633213853359i
2.12858141349646,0.943951956346097,0.836405725858657,7.25039039483012-0.966733392283098i
2.12858141349646,0.948404559913768,0.840351035886292,7.44573963393796-0.867704084288885i
2.12858141349646,0.952857163481438,0.844296345913927,0.72687640449326-0.80092753043733i
2.12858141349646,0.957309767049108,0.848241655941563,4.10461657387707-0.698690067657735i
2.12858141349646,0.961762370616778,0.852186965969198,1.17873028166282-0.624236515040712i
2.12858141349646,0.966214974184449,0.856132275996833,0.900663614095873-0.545022168366905i
2.12858141349646,0.970667577752119,0.860077586024468,4.08776839713692-0.461273552907135i
2.12858141349646,0.975120181319789,0.864022896052103,3.25311000228615-0.39332812997416i
2.12858141349646,0.97957278488746,0.867968206079738,0.11514226191802-0.333922825854323i
2.12858141349646,0.98402538845513,0.871913516107374,6.69513739482353-0.259824889862886i
2.12858141349646,0.9884779920228,0.875858826135009,2.81114045494374-0.207861783828819i
2.12858141349646,0.99293059559047,0.879804136162644,4.41417810064851-0.149450769870245i
2.12858141349646,0.997383199158141,0.883749446190279,7.70048623986005-0.0877952075926982i
2.19965652327481,0.833571927129787,0.694842157698866,3.42917564297348-7.92855162622586i
2.19965652327481,0.837760730783705,0.698333826833031,0.764404263945029-7.58810947475736i
2.19965652327481,0.841949534437624,0.701825495967197,5.44687478766871-7.06878193336736i
2.19965652327481,0.846138338091542,0.705317165101362,3.0769511892692-6.74813769363945i
2.19965652327481,0.850327141745461,0.708808834235527,0.837768584760095-6.43407672862356i
2.19965652327481,0.854515945399379,0.712300503369692,6.10738588094034-5.96420673723131i
2.19965652327481,0.858704749053298,0.715792172503857,4.21408172099799-5.66936944027375i
2.19965652327481,0.862893552707216,0.719283841638023,2.48231124562005-5.38097407864288i
2.19965652327481,0.867082356361135,0.722775510772188,0.924667683483503-5.09900672337655i
2.19965652327481,0.871271160015053,0.726267179906353,7.10085262992177-4.68930578990331i
2.19965652327481,0.875459963668972,0.729758849040518,5.98332383106799-4.42597854742107i
2.19965652327481,0.87964876732289,0.733250518174683,5.0837489598559-4.16899345542397i
2.19965652327481,0.883837570976809,0.736742187308848,4.42020711297962-3.91835589235458i
2.19965652327481,0.888026374630728,0.740233856443013,4.01266560632573-3.67407759965336i
2.19965652327481,0.892215178284646,0.743725525577179,3.88327547931736-3.4361782963242i
2.19965652327481,0.896403981938565,0.747217194711344,4.05672471019159-3.20468737240836i
2.19965652327481,0.900592785592483,0.750708863845509,4.56066345941268-2.97964566658449i
2.19965652327481,0.904781589246402,0.754200532979674,5.42621996605204-2.76110733168049i
2.19965652327481,0.90897039290032,0.757692202113839,6.68863158194716-2.54914178990407i
2.19965652327481,0.913159196554239,0.761183871248004,0.393778873975893-2.42181612665716i
2.19965652327481,0.917348000208157,0.76467554038217,2.53628836518527-2.2178719552107i
2.19965652327481,0.921536803862076,0.768167209516335,5.21560756379762-2.02086704001648i
2.19965652327481,0.925725607515994,0.7716588786505,0.359957852022174-1.89566126886823i
2.19965652327481,0.929914411169913,0.775150547784665,4.27130458689271-1.70761948221977i
2.19965652327481,0.934103214823831,0.77864221691883,0.71188320990215-1.58364325437533i
2.19965652327481,0.93829201847775,0.782133886052995,6.20417919520361-1.40553446638204i
2.19965652327481,0.942480822131668,0.78562555518716,4.36243051096918-1.28359573665425i
2.19965652327481,0.946669625785587,0.789117224321326,3.56948547340155-1.16148737592518i
2.19965652327481,0.950858429439505,0.792608893455491,4.01720966189995-1.03945273534215i
2.19965652327481,0.955047233093424,0.796100562589656,5.94772371363852-0.917858580041693i
2.19965652327481,0.959236036747342,0.799592231723821,1.13592974048531-0.832613898199137i
2.19965652327481,0.963424840401261,0.803083900857986,7.02193709210954-0.709389674770354i
2.19965652327481,0.967613644055179,0.806575569992151,7.03376074676439-0.616872827078848i
2.19965652327481,0.971802447709098,0.810067239126317,1.79029230660154-0.546310643721169i
2.19965652327481,0.975991251363017,0.813558908260482,1.06715847611708-0.465648830737758i
2.19965652327481,0.980180055016935,0.817050577394647,6.73468844838566-0.374829049523055i
2.19965652327481,0.984368858670854,0.820542246528812,4.12318437265389-0.309582537855079i
2.19965652327481,0.988557662324772,0.824033915662977,8.01529662887024-0.236143354425277i
2.19965652327481,0.992746465978691,0.827525584797142,5.6884509964775-0.176415719732948i
2.19965652327481,0.996935269632609,0.831017253931308,5.61945325766145-0.111143401039568i
2.27310489028352,0.785481233818293,0.616980768680709,3.89502873741759-17.6171029023649i
2.27310489028352,0.789428375696777,0.620081174553476,6.71186328967635-16.6447125399737i
2.27310489028352,0.793375517575261,0.623181580426243,2.87501950483678-16.069414151802i
2.27310489028352,0.797322659453745,0.626281986299011,5.9625200773325-15.1547186697101i
2.27310489028352,0.801269801332229,0.629382392171778,2.30027366850915-14.6113679284409i
2.27310489028352,0.805216943210713,0.632482798044545,5.66239637441033-13.7532010912982i
2.27310489028352,0.809164085089197,0.635583203917313,2.18465635177432-13.2409096089611i
2.27310489028352,0.813111226967681,0.63868360979008,5.82771035072584-12.4378754719852i
2.27310489028352,0.817058368846164,0.641784015662847,2.54655458322694-11.9556854737996i
2.27310489028352,0.821005510724648,0.644884421535615,6.47943558570597-11.2062131864787i
2.27310489028352,0.824952652603132,0.647984827408382,3.40938901400534-10.7531259849135i
2.27310489028352,0.828899794481616,0.65108523328115,0.421842262601583-10.3098593829502i
2.27310489028352,0.8328469363601,0.654185639153917,4.80226255682774-9.63051761085953i
2.27310489028352,0.836794078238584,0.657286045026684,2.0541092915118-9.21500732936741i
2.27310489028352,0.840741220117068,0.660386450899452,6.76078678082636-8.58506375369499i
2.27310489028352,0.844688361995552,0.663486856772219,4.27435247464064-8.19630577773996i
2.27310489028352,0.848635503874036,0.666587262644986,1.90200748149127-7.81664549959187i
2.27310489028352,0.852582645752519,0.669687668517754,7.12992065494944-7.25095330137459i
2.27310489028352,0.856529787631003,0.672788074390521,5.06177981220403-6.89676097807781i
2.27310489028352,0.860476929509487,0.675888480263289,3.13344708117492-6.55128889316127i
2.27310489028352,0.864424071387971,0.678988886136056,1.35538141077726-6.21446501120307i
2.27310489028352,0.868371213266455,0.682089292008823,7.37900660459056-5.72533762028948i
